productId,name,card_number,rarity,card_type,hp,stage,retreat_cost,weakness,resistance,set_name,release_date,printing_type,market_price_usd
85270,Entei,34/53,Promo,Fire,80,Basic,1,W,,WoTC Promo,1999-07-01,Reverse Holofoil,29.74
85534,Flying Pikachu,25/53,Promo,Lightning,40,Basic,1,,F-30,WoTC Promo,1999-07-01,Normal,75.82
86112,Hitmontop,37/53,Promo,Fighting,60,Basic,1,P,,WoTC Promo,1999-07-01,Normal,9.11
86120,Ho-oh,52/53,Promo,Fire,80,Basic,2,W,F-30,WoTC Promo,1999-07-01,Normal,45.72
86259,Igglybuff,36/53,Promo,Colorless,30,Basic,,,,WoTC Promo,1999-07-01,Normal,13.52
86309,Jigglypuff,07/53,Promo,Colorless,70,Basic,1,F,P-30,WoTC Promo,1999-07-01,Normal,38.6
86961,Machamp,43/53,Promo,Fighting,90,Stage 2,3,P,,WoTC Promo,1999-07-01,Normal,76.26
87043,Magmar,44/53,Promo,Fire,60,Basic,2,W,,WoTC Promo,1999-07-01,Normal,33.55
87211,Marill,29/53,Promo,Water,50,Basic,2,L,,WoTC Promo,1999-07-01,Normal,6.87
87309,Meowth,10/53,Promo,Colorless,50,Basic,1,F,P-30,WoTC Promo,1999-07-01,Holofoil,64.62
87394,Mew (8),08/53,Promo,Psychic,50,Basic,1,P,,WoTC Promo,1999-07-01,Normal,9.66
87395,Mew (9),09/53,Promo,Psychic,50,Basic,1,P,,WoTC Promo,1999-07-01,Holofoil,151.64
87397,Mew (47),47/53,Promo,Psychic,40,Basic,1,P,,WoTC Promo,1999-07-01,Normal,164.07
87414,Mewtwo (Movie Promo),03/53,Promo,Psychic,70,Basic,2,P,,WoTC Promo,1999-07-01,Normal,39.3
87416,Mewtwo (12),12/53,Promo,Psychic,60,Basic,1,P,,WoTC Promo,1999-07-01,Normal,135.07
87417,Mewtwo (14),14/53,Promo,Psychic,70,Basic,2,P,,WoTC Promo,1999-07-01,Normal,29.01
87503,Misdreavus,39/53,Promo,Psychic,50,Basic,1,,F-30,WoTC Promo,1999-07-01,Normal,10.21
87557,Moltres,21/53,Promo,Fire,70,Basic,1,,F-30,WoTC Promo,1999-07-01,Normal,19.88
88014,Pichu,35/53,Promo,Lightning,30,Basic,,,,WoTC Promo,1999-07-01,Reverse Holofoil,90.03
88066,Pikachu (Movie Promo),04/53,Promo,Lightning,50,Basic,1,F,,WoTC Promo,1999-07-01,Normal,41.64
88068,Pikachu (SNAP Promo),26/53,Promo,Lightning,40,Basic,1,F,,WoTC Promo,1999-07-01,Normal,94.9
88069,Pikachu (27),27/53,Promo,Lightning,30,Basic,,F,,WoTC Promo,1999-07-01,Normal,29.42
88429,Psyduck,20/53,Promo,Water,50,Basic,1,L,,WoTC Promo,1999-07-01,Normal,76.7
88575,Rapidash (51),51/53,Promo,Fire,60,Stage 1,,W,,WoTC Promo,1999-07-01,Normal,53.66
88862,Sabrina's Abra,19/53,Promo,Psychic,40,Basic,,P,,WoTC Promo,1999-07-01,Normal,51.9
88960,Scizor,33/53,Promo,Metal,70,Stage 1,2,R,G-30,WoTC Promo,1999-07-01,Normal,16.48
88993,Scyther,45/53,Promo,Grass,60,Basic,1,R,F-30,WoTC Promo,1999-07-01,Normal,51.15
89353,Smeargle,32/53,Promo,Colorless,40,Basic,,F,P-30,WoTC Promo,1999-07-01,Normal,16.59
89385,Snorlax,49/53,Promo,Colorless,90,Basic,4,F,P-30,WoTC Promo,1999-07-01,Normal,416.61
89601,Suicune,53/53,Promo,Water,70,Basic,1,L,,WoTC Promo,1999-07-01,Normal,59.85
89643,Surfing Pikachu,28/53,Promo,Lightning,50,Basic,1,F,,WoTC Promo,1999-07-01,Normal,68.79
89851,Team Rocket's Meowth,18/53,Promo,Colorless,40,Basic,2,F,P-30,WoTC Promo,1999-07-01,Normal,25.8
89928,Togepi,30/53,Promo,Colorless,30,Basic,1,,P-30,WoTC Promo,1999-07-01,Normal,22.2
90215,Unown [J],38/53,Promo,Psychic,40,Basic,1,P,,WoTC Promo,1999-07-01,Normal,25.46
90311,Venusaur,13/53,Promo,Grass,100,Stage 2,1,R,,WoTC Promo,1999-07-01,Holofoil,295.68
90713,Zapdos,23/53,Promo,Lightning,70,Basic,1,,F-30,WoTC Promo,1999-07-01,Normal,22.13
90784,______'s Pikachu,24/53,Promo,Lightning,50,Basic,1,F,,WoTC Promo,1999-07-01,Holofoil,493.99
118775,Dark Gyarados (Prerelease),08/82,Promo,Water,70,Stage 1,2,G,F-30,WoTC Promo,1999-07-01,Holofoil,33.45
121772,Pikachu (1),01/53,Promo,Lightning,60,Basic,1,F,,WoTC Promo,1999-07-01,Normal,46.54
123445,Misty's Seadra (Prerelease),009/132,Promo,Water,70,Stage 1,1,L,,WoTC Promo,1999-07-01,Holofoil,21.91
123631,Kabuto [W Stamped],50/62,Promo,Fighting,30,Stage 1,1,G,,WoTC Promo,1999-07-01,Normal,62.42
123632,Brock's Vulpix [W Stamped],037/132,Promo,Fire,50,Basic,1,W,,WoTC Promo,1999-07-01,Normal,30.9
126208,Dark Arbok [W Stamped],19/82,Promo,Grass,60,Stage 1,2,P,,WoTC Promo,1999-07-01,Normal,53.67
126209,Pikachu [W Stamped],60/64,Promo,Lightning,50,Basic,1,F,,WoTC Promo,1999-07-01,Normal,181.36
127206,Wartortle [W Stamped],063/130,Promo,Water,70,Stage 1,1,L,,WoTC Promo,1999-07-01,Normal,72.98
154997,Clefable (Prerelease),01/64,Promo,Colorless,70,Stage 1,2,F,P-30,WoTC Promo,1999-07-01,Holofoil,999.95
154998,Aerodactyl (Prerelease),01/62,Promo,Fighting,60,Stage 1,2,G,F-30,WoTC Promo,1999-07-01,1st Edition Holofoil,86.97
166296,Misty's Psyduck [W Stamped],054/132,Promo,Water,50,Basic,1,G,,WoTC Promo,1999-07-01,Normal,147.63
244347,Rapidash [Pokemon Center NY],51/53,Promo,Fire,60,1,,W,,WoTC Promo,1999-07-01,Normal,87.22
244348,Ho-oh [Pokemon Center NY],52/53,Promo,Fire,80,Basic,2,W,F-30,WoTC Promo,1999-07-01,Normal,102.66
607818,Mew - 8 (Glossy Finish),8,Promo,Psychic,50,Basic,1,P,,WoTC Promo,1999-07-01,Normal,39.58
696103,Pikachu (Corocoro Grey Star),,Promo,Lightning,60,Basic,1,F,,WoTC Promo,1999-07-01,Normal,39.99
684329,Lapras ex,022/088,Double Rare,Water,210,Basic,2,Lx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.6
684334,Binacle,042/088,Common,Fighting,80,Basic,2,Gx2,,ME03: Perfect Order,2026-03-27,Normal,0.07
684334,Binacle,042/088,Common,Fighting,80,Basic,2,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.21
684335,Barbaracle,043/088,Uncommon,Fighting,130,Stage 1,2,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.24
684335,Barbaracle,043/088,Uncommon,Fighting,130,Stage 1,2,Gx2,,ME03: Perfect Order,2026-03-27,Normal,0.07
684336,Mega Zygarde ex - 047/088,047/088,Double Rare,Fighting,310,Basic,2,Gx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.62
684337,Mega Zygarde ex - 104/088,104/088,Ultra Rare,Fighting,310,Basic,2,Gx2,,ME03: Perfect Order,2026-03-27,Holofoil,4.48
684338,Mega Zygarde ex - 120/088,120/088,Special Illustration Rare,Fighting,310,Basic,2,Gx2,,ME03: Perfect Order,2026-03-27,Holofoil,57.3
684339,Mega Zygarde ex - 124/088,124/088,Mega Hyper Rare,Fighting,310,Basic,2,Gx2,,ME03: Perfect Order,2026-03-27,Holofoil,122.68
684340,Meowth ex - 062/088,062/088,Double Rare,Colorless,170,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Holofoil,2.3
684341,Meowth ex - 107/088,107/088,Ultra Rare,Colorless,170,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Holofoil,11.51
684342,Meowth ex - 121/088,121/088,Special Illustration Rare,Colorless,170,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Holofoil,117.02
684351,Mega Skarmory ex - 055/088,055/088,Double Rare,Metal,260,Basic,0,Lx2,F-30,ME03: Perfect Order,2026-03-27,Holofoil,0.64
684352,Mega Skarmory ex - 106/088,106/088,Ultra Rare,Metal,260,Basic,0,Lx2,F-30,ME03: Perfect Order,2026-03-27,Holofoil,3.78
684353,Antique Jaw Fossil,068/088,Common,Trainer - Item,60,,,,,ME03: Perfect Order,2026-03-27,Normal,0.2
684353,Antique Jaw Fossil,068/088,Common,Trainer - Item,60,,,,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.25
684354,Antique Sail Fossil,069/088,Common,Trainer - Item,60,,,,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.28
684354,Antique Sail Fossil,069/088,Common,Trainer - Item,60,,,,,ME03: Perfect Order,2026-03-27,Normal,0.18
684355,Amaura,023/088,Common,Water,100,,3,Mx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.29
684355,Amaura,023/088,Common,Water,100,,3,Mx2,,ME03: Perfect Order,2026-03-27,Normal,0.09
684356,Aurorus - 024/088,024/088,Rare,Water,170,Stage 2,3,Mx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.24
684356,Aurorus - 024/088,024/088,Rare,Water,170,Stage 2,3,Mx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.23
684357,Aurorus - 092/088,092/088,Illustration Rare,Water,170,Stage 2,3,Mx2,,ME03: Perfect Order,2026-03-27,Holofoil,2.13
684358,Tyrunt,044/088,Common,Fighting,100,,3,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.28
684358,Tyrunt,044/088,Common,Fighting,100,,3,Gx2,,ME03: Perfect Order,2026-03-27,Normal,0.08
684359,Tyrantrum,045/088,Rare,Fighting,180,Stage 2,3,Gx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.23
684359,Tyrantrum,045/088,Rare,Fighting,180,Stage 2,3,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.31
684360,Mega Starmie ex - 021/088,021/088,Double Rare,Water,330,Stage 1,2,Lx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.75
684361,Mega Starmie ex - 102/088,102/088,Ultra Rare,Water,330,Stage 1,2,Lx2,,ME03: Perfect Order,2026-03-27,Holofoil,5.21
684362,Mega Starmie ex - 118/088,118/088,Special Illustration Rare,Water,330,Stage 1,2,Lx2,,ME03: Perfect Order,2026-03-27,Holofoil,40.9
684363,Scatterbug,007/088,Common,Grass,40,Basic,1,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684363,Scatterbug,007/088,Common,Grass,40,Basic,1,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.23
684364,Spewpa - 008/088,008/088,Common,Grass,80,Stage 1,3,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.24
684364,Spewpa - 008/088,008/088,Common,Grass,80,Stage 1,3,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684365,Spewpa - 089/088,089/088,Illustration Rare,Grass,80,Stage 1,3,Rx2,,ME03: Perfect Order,2026-03-27,Holofoil,1.65
684366,Vivillon,009/088,Uncommon,Grass,120,Stage 2,1,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.26
684366,Vivillon,009/088,Uncommon,Grass,120,Stage 2,1,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.07
684367,Rowlet - 010/088,010/088,Common,Grass,80,Basic,2,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.28
684367,Rowlet - 010/088,010/088,Common,Grass,80,Basic,2,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684368,Rowlet - 090/088,090/088,Illustration Rare,Grass,80,Basic,2,Rx2,,ME03: Perfect Order,2026-03-27,Holofoil,4.51
684369,Dartrix,011/088,Common,Grass,100,Stage 1,2,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.25
684369,Dartrix,011/088,Common,Grass,100,Stage 1,2,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.07
684370,Decidueye ex - 012/088,012/088,Double Rare,Grass,320,Stage 2,2,Rx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.66
684371,Decidueye ex - 100/088,100/088,Ultra Rare,Grass,320,Stage 2,2,Rx2,,ME03: Perfect Order,2026-03-27,Holofoil,1.37
684372,Seel,018/088,Common,Water,80,Basic,2,Lx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.28
684372,Seel,018/088,Common,Water,80,Basic,2,Lx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684373,Dewgong,019/088,Rare,Water,130,Stage 1,2,Lx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.17
684373,Dewgong,019/088,Rare,Water,130,Stage 1,2,Lx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.28
684374,Staryu,020/088,Common,Water,70,Basic,1,Lx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.21
684374,Staryu,020/088,Common,Water,70,Basic,1,Lx2,,ME03: Perfect Order,2026-03-27,Normal,0.17
684376,Salazzle ex - 016/088,016/088,Double Rare,Fire,260,Stage 1,1,Wx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.51
684377,Salazzle ex - 101/088,101/088,Ultra Rare,Fire,260,Stage 1,1,Wx2,,ME03: Perfect Order,2026-03-27,Holofoil,1.3
684378,Honedge,056/088,Common,Metal,70,Basic,2,Rx2,G-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.22
684378,Honedge,056/088,Common,Metal,70,Basic,2,Rx2,G-30,ME03: Perfect Order,2026-03-27,Normal,0.05
684379,Doublade - 057/088,057/088,Common,Metal,100,Stage 1,2,Rx2,G-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.23
684379,Doublade - 057/088,057/088,Common,Metal,100,Stage 1,2,Rx2,G-30,ME03: Perfect Order,2026-03-27,Normal,0.16
684380,Doublade - 098/088,098/088,Illustration Rare,Metal,100,Stage 1,2,Rx2,G-30,ME03: Perfect Order,2026-03-27,Holofoil,2.06
684381,Aegislash,058/088,Uncommon,Metal,150,Stage 2,3,Rx2,G-30,ME03: Perfect Order,2026-03-27,Normal,0.06
684381,Aegislash,058/088,Uncommon,Metal,150,Stage 2,3,Rx2,G-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.24
684382,Salandit,015/088,Common,Fire,70,Basic,1,Wx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.25
684382,Salandit,015/088,Common,Fire,70,Basic,1,Wx2,,ME03: Perfect Order,2026-03-27,Normal,0.07
684383,Mega Clefable ex - 031/088,031/088,Double Rare,Psychic,320,Stage 1,1,Mx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.69
684384,Mega Clefable ex - 103/088,103/088,Ultra Rare,Psychic,320,Stage 1,1,Mx2,,ME03: Perfect Order,2026-03-27,Holofoil,5.04
684385,Mega Clefable ex - 119/088,119/088,Special Illustration Rare,Psychic,320,Stage 1,1,Mx2,,ME03: Perfect Order,2026-03-27,Holofoil,49.18
684386,Yveltal ex - 053/088,053/088,Double Rare,Darkness,210,Basic,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Holofoil,0.62
684387,Yveltal ex - 105/088,105/088,Ultra Rare,Darkness,210,Basic,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Holofoil,4.59
684397,Spinarak,001/088,Common,Grass,60,Basic,1,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.08
684397,Spinarak,001/088,Common,Grass,60,Basic,1,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.22
684398,Ariados,002/088,Common,Grass,110,Stage 1,1,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.25
684398,Ariados,002/088,Common,Grass,110,Stage 1,1,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.04
684399,Shaymin,003/088,Uncommon,Grass,70,Basic,0,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.04
684399,Shaymin,003/088,Uncommon,Grass,70,Basic,0,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.26
684400,Snivy,004/088,Common,Grass,70,Basic,1,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.26
684400,Snivy,004/088,Common,Grass,70,Basic,1,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.07
684401,Servine,005/088,Common,Grass,100,Stage 1,1,Rx2,,ME03: Perfect Order,2026-03-27,Normal,0.04
684401,Servine,005/088,Common,Grass,100,Stage 1,1,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.2
684402,Serperior,006/088,Rare,Grass,160,Stage 2,2,Rx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.2
684402,Serperior,006/088,Rare,Grass,160,Stage 2,2,Rx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.31
684403,Fletchling,066/088,Common,Colorless,60,Basic,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Normal,0.06
684403,Fletchling,066/088,Common,Colorless,60,Basic,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.22
684404,Fletchinder,013/088,Common,Fire,90,Stage 1,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Normal,0.03
684404,Fletchinder,013/088,Common,Fire,90,Stage 1,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.22
684405,Talonflame - 014/088,014/088,Uncommon,Fire,150,Stage 2,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.3
684405,Talonflame - 014/088,014/088,Uncommon,Fire,150,Stage 2,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Normal,0.04
684406,Talonflame - 091/088,091/088,Illustration Rare,Fire,150,Stage 2,1,Lx2,F-30,ME03: Perfect Order,2026-03-27,Holofoil,2.14
684407,Turtonator,017/088,Uncommon,Fire,120,Basic,2,Wx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.29
684407,Turtonator,017/088,Uncommon,Fire,120,Basic,2,Wx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684408,Volcanion,025/088,Uncommon,Water,130,Basic,3,Lx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684408,Volcanion,025/088,Uncommon,Water,130,Basic,3,Lx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.24
684409,Shinx,026/088,Common,Lightning,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684409,Shinx,026/088,Common,Lightning,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.24
684410,Luxio,027/088,Uncommon,Lightning,90,Stage 1,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.23
684410,Luxio,027/088,Uncommon,Lightning,90,Stage 1,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684411,Luxray,028/088,Rare,Lightning,150,Stage 2,0,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.31
684411,Luxray,028/088,Rare,Lightning,150,Stage 2,0,Fx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.16
684412,Dedenne - 029/088,029/088,Common,Lightning,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.13
684412,Dedenne - 029/088,029/088,Common,Lightning,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.23
684413,Dedenne - 093/088,093/088,Illustration Rare,Lightning,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Holofoil,5.33
684414,Clefairy - 030/088,030/088,Common,Psychic,70,Basic,1,Mx2,,ME03: Perfect Order,2026-03-27,Normal,0.11
684414,Clefairy - 030/088,030/088,Common,Psychic,70,Basic,1,Mx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.25
684415,Clefairy - 094/088,094/088,Illustration Rare,Psychic,70,Basic,1,Mx2,,ME03: Perfect Order,2026-03-27,Holofoil,17.03
684416,Mawile,032/088,Common,Psychic,110,Basic,2,Mx2,,ME03: Perfect Order,2026-03-27,Normal,0.15
684416,Mawile,032/088,Common,Psychic,110,Basic,2,Mx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.29
684417,Espurr - 033/088,033/088,Common,Psychic,60,Basic,1,Dx2,F-30,ME03: Perfect Order,2026-03-27,Normal,0.07
684417,Espurr - 033/088,033/088,Common,Psychic,60,Basic,1,Dx2,F-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.27
684418,Espurr - 095/088,095/088,Illustration Rare,Psychic,60,Basic,1,Dx2,F-30,ME03: Perfect Order,2026-03-27,Holofoil,4.11
684419,Meowstic,034/088,Uncommon,Psychic,100,Stage 1,1,Dx2,F-30,ME03: Perfect Order,2026-03-27,Normal,0.08
684419,Meowstic,034/088,Uncommon,Psychic,100,Stage 1,1,Dx2,F-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.27
684420,Spritzee,035/088,Common,Psychic,70,Basic,1,Mx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.26
684420,Spritzee,035/088,Common,Psychic,70,Basic,1,Mx2,,ME03: Perfect Order,2026-03-27,Normal,0.11
684421,Aromatisse,036/088,Uncommon,Psychic,120,Stage 1,1,Mx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.27
684421,Aromatisse,036/088,Uncommon,Psychic,120,Stage 1,1,Mx2,,ME03: Perfect Order,2026-03-27,Normal,0.05
684422,Nosepass,037/088,Common,Fighting,90,Basic,3,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.27
684422,Nosepass,037/088,Common,Fighting,90,Basic,3,Gx2,,ME03: Perfect Order,2026-03-27,Normal,0.05
684423,Probopass - 038/088,038/088,Common,Fighting,140,Stage 1,3,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.27
684423,Probopass - 038/088,038/088,Common,Fighting,140,Stage 1,3,Gx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684424,Probopass - 096/088,096/088,Illustration Rare,Fighting,140,Stage 1,3,Gx2,,ME03: Perfect Order,2026-03-27,Holofoil,1.07
684425,Hippopotas,039/088,Common,Fighting,100,Basic,4,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.22
684425,Hippopotas,039/088,Common,Fighting,100,Basic,4,Gx2,,ME03: Perfect Order,2026-03-27,Normal,0.02
684426,Hippowdon,040/088,Uncommon,Fighting,150,Stage 1,4,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.25
684426,Hippowdon,040/088,Uncommon,Fighting,150,Stage 1,4,Gx2,,ME03: Perfect Order,2026-03-27,Normal,0.03
684427,Landorus,041/088,Rare,Fighting,120,Basic,1,Gx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.15
684427,Landorus,041/088,Rare,Fighting,120,Basic,1,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.26
684428,Hawlucha,046/088,Common,Fighting,70,Basic,0,Px2,,ME03: Perfect Order,2026-03-27,Normal,0.07
684428,Hawlucha,046/088,Common,Fighting,70,Basic,0,Px2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.26
684429,Gastly,048/088,Common,Darkness,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.1
684429,Gastly,048/088,Common,Darkness,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.25
684430,Haunter,049/088,Common,Darkness,100,Stage 1,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.3
684430,Haunter,049/088,Common,Darkness,100,Stage 1,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.11
684431,Gengar,050/088,Rare,Darkness,130,Stage 2,1,Fx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.6
684431,Gengar,050/088,Rare,Darkness,130,Stage 2,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.72
684432,Skorupi,051/088,Common,Darkness,80,Basic,2,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.09
684432,Skorupi,051/088,Common,Darkness,80,Basic,2,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.25
684433,Drapion - 052/088,052/088,Uncommon,Darkness,140,Stage 1,3,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.04
684433,Drapion - 052/088,052/088,Uncommon,Darkness,140,Stage 1,3,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.26
684434,Drapion - 097/088,097/088,Illustration Rare,Darkness,140,Stage 1,3,Fx2,,ME03: Perfect Order,2026-03-27,Holofoil,1.36
684435,Chien-Pao,054/088,Rare,Darkness,120,Basic,1,Gx2,,ME03: Perfect Order,2026-03-27,Holofoil,0.16
684435,Chien-Pao,054/088,Rare,Darkness,120,Basic,1,Gx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.23
684436,Klefki,059/088,Common,Metal,70,Basic,1,Rx2,G-30,ME03: Perfect Order,2026-03-27,Normal,0.04
684436,Klefki,059/088,Common,Metal,70,Basic,1,Rx2,G-30,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.29
684437,Rattata,060/088,Common,Colorless,40,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.26
684437,Rattata,060/088,Common,Colorless,40,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.07
684438,Raticate - 061/088,061/088,Uncommon,Colorless,90,Stage 1,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.06
684438,Raticate - 061/088,061/088,Uncommon,Colorless,90,Stage 1,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.27
684439,Raticate - 099/088,099/088,Illustration Rare,Colorless,90,Stage 1,1,Fx2,,ME03: Perfect Order,2026-03-27,Holofoil,2.38
684440,Snorlax,063/088,Common,Colorless,160,Basic,4,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.13
684440,Snorlax,063/088,Common,Colorless,160,Basic,4,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.4
684441,Bunnelby,064/088,Common,Colorless,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.03
684441,Bunnelby,064/088,Common,Colorless,70,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.28
684442,Diggersby,065/088,Uncommon,Colorless,150,Stage 1,4,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.04
684442,Diggersby,065/088,Uncommon,Colorless,150,Stage 1,4,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.23
684443,Furfrou,067/088,Common,Colorless,90,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Reverse Holofoil,0.21
684443,Furfrou,067/088,Common,Colorless,90,Basic,1,Fx2,,ME03: Perfect Order,2026-03-27,Normal,0.02
44418,Aerodactyl (1),01/62,Holo Rare,Fighting,60,Stage 1,2,G,F-30,Fossil,1999-10-10,1st Edition Holofoil,91.75
44418,Aerodactyl (1),01/62,Holo Rare,Fighting,60,Stage 1,2,G,F-30,Fossil,1999-10-10,Unlimited Holofoil,40.39
44419,Lapras (10),10/62,Holo Rare,Water,80,Basic,2,L,,Fossil,1999-10-10,1st Edition Holofoil,205.58
44419,Lapras (10),10/62,Holo Rare,Water,80,Basic,2,L,,Fossil,1999-10-10,Unlimited Holofoil,26.59
44420,Magneton (11),11/62,Holo Rare,Lightning,80,Stage 1,2,F,,Fossil,1999-10-10,1st Edition Holofoil,62.21
